Avg Saturday (all det)
108.5
62.666666666666664
36.666666666666664
25.833333333333332
40.0
55.833333333333336
113.83333333333333
191.16666666666666
343.0
531.1666666666666
583.3333333333334
602.3333333333334
619.1666666666666
647.0
633.0
543.8333333333334
499.5
467.1666666666667
376.6666666666667
349.3333333333333
338.3333333333333
265.8333333333333
225.16666666666666
187.5
