run_id,sim_time,queue_name,location,length,event_type,actor_type,actor_id
20260611_171703_102cf35c,66372.19449266825,car_queue_46354890,Node1,1,enqueue,visitor,25
20260611_171703_102cf35c,66372.19449266825,car_queue_46354890,46354890,0,dequeue,visitor,25
20260611_171703_102cf35c,66386.01197564551,car_queue_46354890,Node1,1,enqueue,visitor,26
20260611_171703_102cf35c,66386.01197564551,car_queue_46354890,46354890,0,dequeue,visitor,26
20260611_171703_102cf35c,66392.1161019402,car_queue_46354890,Node1,1,enqueue,visitor,28
20260611_171703_102cf35c,66392.1161019402,car_queue_46354890,46354890,0,dequeue,visitor,28
20260611_171703_102cf35c,66394.24935591352,car_queue_46354890,Node1,1,enqueue,visitor,29
20260611_171703_102cf35c,66394.24935591352,car_queue_46354890,46354890,0,dequeue,visitor,29
20260611_171703_102cf35c,66394.2498224584,car_queue_3611512307,Node5,1,enqueue,visitor,30
20260611_171703_102cf35c,66394.2498224584,car_queue_3611512307,3611512307,0,dequeue,visitor,30
20260611_171703_102cf35c,66397.56834580409,car_queue_46354890,Node1,1,enqueue,visitor,31
20260611_171703_102cf35c,66397.56834580409,car_queue_46354890,46354890,0,dequeue,visitor,31
20260611_171703_102cf35c,66401.4483365642,car_queue_46354890,Node1,1,enqueue,visitor,32
20260611_171703_102cf35c,66401.4483365642,car_queue_46354890,46354890,0,dequeue,visitor,32
20260611_171703_102cf35c,66402.43447962028,car_queue_46354890,Node1,1,enqueue,visitor,34
20260611_171703_102cf35c,66402.43447962028,car_queue_46354890,46354890,0,dequeue,visitor,34
20260611_171703_102cf35c,66408.11425694416,car_queue_3611512307,Node5,1,enqueue,visitor,35
20260611_171703_102cf35c,66408.11425694416,car_queue_3611512307,3611512307,0,dequeue,visitor,35
20260611_171703_102cf35c,66408.36494535401,car_queue_46354890,Node1,1,enqueue,visitor,36
20260611_171703_102cf35c,66408.36494535401,car_queue_46354890,46354890,0,dequeue,visitor,36
20260611_171703_102cf35c,66410.77766330093,car_queue_46354890,Node1,1,enqueue,visitor,37
20260611_171703_102cf35c,66410.77766330093,car_queue_46354890,46354890,0,dequeue,visitor,37
20260611_171703_102cf35c,66411.02379624615,car_queue_46354890,Node1,1,enqueue,visitor,38
20260611_171703_102cf35c,66411.02379624615,car_queue_46354890,46354890,0,dequeue,visitor,38
20260611_171703_102cf35c,66411.66809774729,car_queue_3611512307,Node5,1,enqueue,visitor,39
20260611_171703_102cf35c,66411.66809774729,car_queue_3611512307,3611512307,0,dequeue,visitor,39
20260611_171703_102cf35c,66415.80460233343,car_queue_3611512307,Node5,1,enqueue,visitor,40
20260611_171703_102cf35c,66415.80460233343,car_queue_3611512307,3611512307,0,dequeue,visitor,40
20260611_171703_102cf35c,66416.53024482376,car_queue_46354890,Node1,1,enqueue,visitor,41
20260611_171703_102cf35c,66416.53024482376,car_queue_46354890,46354890,0,dequeue,visitor,41
20260611_171703_102cf35c,66420,shuttle_bus_queue,bus_stop,0,snapshot,system,
20260611_171703_102cf35c,66420,ticket_scan_queue,ticket_scan,0,snapshot,system,
20260611_171703_102cf35c,66420,car_queue_46354890,46354890,0,snapshot,system,
20260611_171703_102cf35c,66420,car_queue_46336597,46336597,0,snapshot,system,
20260611_171703_102cf35c,66420,car_queue_46527746,46527746,0,snapshot,system,
20260611_171703_102cf35c,66420,car_queue_46493064,46493064,0,snapshot,system,
20260611_171703_102cf35c,66420,car_queue_3611512307,3611512307,0,snapshot,system,
20260611_171703_102cf35c,66420,parking_entry_queue,parking_lot,0,snapshot,system,
20260611_171703_102cf35c,66420,parking_lot_occupancy,parking_lot,0,snapshot,system,
20260611_171703_102cf35c,66421.11265881469,car_queue_46493064,Node4,1,enqueue,visitor,42
