run_id,visitor_id,sim_time,state,mode,location
20260611_171703_102cf35c,98,66522.87280297409,in_car,car,46354890
20260611_171703_102cf35c,99,66525.78361526389,generated,shuttle,Bus_start
20260611_171703_102cf35c,99,66525.78361526389,walking_to_bus,shuttle,Bus_start
20260611_171703_102cf35c,100,66527.37884901637,generated,shuttle,Bus_start
20260611_171703_102cf35c,100,66527.37884901637,walking_to_bus,shuttle,Bus_start
20260611_171703_102cf35c,101,66527.49768840519,generated,car,Node5
20260611_171703_102cf35c,101,66527.49768840519,waiting_car,car,Node5
20260611_171703_102cf35c,101,66527.49768840519,in_car,car,3611512307
20260611_171703_102cf35c,102,66529.3229484871,generated,car,Node5
20260611_171703_102cf35c,102,66529.3229484871,waiting_car,car,Node5
20260611_171703_102cf35c,102,66529.3229484871,in_car,car,3611512307
20260611_171703_102cf35c,103,66530.78681912519,generated,car,Node5
20260611_171703_102cf35c,103,66530.78681912519,waiting_car,car,Node5
20260611_171703_102cf35c,103,66530.78681912519,in_car,car,3611512307
20260611_171703_102cf35c,104,66531.50711154872,generated,car,Node5
20260611_171703_102cf35c,104,66531.50711154872,waiting_car,car,Node5
20260611_171703_102cf35c,104,66531.50711154872,in_car,car,3611512307
20260611_171703_102cf35c,105,66531.64089643897,generated,shuttle,Bus_start
20260611_171703_102cf35c,105,66531.64089643897,walking_to_bus,shuttle,Bus_start
20260611_171703_102cf35c,106,66531.86947990766,generated,car,Node1
20260611_171703_102cf35c,106,66531.86947990766,waiting_car,car,Node1
20260611_171703_102cf35c,106,66531.86947990766,in_car,car,46354890
20260611_171703_102cf35c,107,66531.9471345679,generated,shuttle,Bus_start
20260611_171703_102cf35c,107,66531.9471345679,walking_to_bus,shuttle,Bus_start
20260611_171703_102cf35c,108,66532.02022258418,generated,car,Node1
20260611_171703_102cf35c,108,66532.02022258418,waiting_car,car,Node1
20260611_171703_102cf35c,108,66532.02022258418,in_car,car,46354890
20260611_171703_102cf35c,109,66532.5029937239,generated,car,Node1
20260611_171703_102cf35c,109,66532.5029937239,waiting_car,car,Node1
