run_id,visitor_id,mode,start_node_name,start_node,depart_time,arrival_time,completed,final_state
20260610_175521_48753422,2443,car,Node1,46354890,71174.92811050246,71703.70236130325,True,scanned
20260610_175521_48753422,2444,car,Node5,3611512307,71176.38121545271,71824.37898221044,True,scanned
20260610_175521_48753422,2445,shuttle,Bus_start,46477307,71182.41124541637,73913.67421942866,True,scanned
20260610_175521_48753422,2446,car,Node1,46354890,71183.36234045734,71705.21573884667,True,scanned
20260610_175521_48753422,2447,shuttle,Bus_start,46477307,71184.94608898682,73915.67421942866,True,scanned
20260610_175521_48753422,2448,shuttle,Bus_start,46477307,71186.29670227689,73917.67421942866,True,scanned
20260610_175521_48753422,2449,car,Node1,46354890,71186.62611525497,71705.70236130325,True,scanned
20260610_175521_48753422,2450,shuttle,Bus_start,46477307,71187.31207969991,73918.39437521779,True,scanned
20260610_175521_48753422,2451,car,Node2,46336597,71189.37355257107,71723.9095300742,True,scanned
20260610_175521_48753422,2452,shuttle,Bus_start,46477307,71191.60879225467,73918.67421942866,True,scanned
20260610_175521_48753422,2453,shuttle,Bus_start,46477307,71192.53269167042,73926.67421942866,True,scanned
20260610_175521_48753422,2454,car,Node1,46354890,71194.49529731806,71711.70236130325,True,scanned
20260610_175521_48753422,2455,car,Node1,46354890,71195.21354645559,71713.70236130325,True,scanned
20260610_175521_48753422,2456,car,Node1,46354890,71198.69971761723,71715.70236130325,True,scanned
20260610_175521_48753422,2457,car,Node1,46354890,71202.37588591727,71727.08768993367,True,scanned
20260610_175521_48753422,2458,car,Node1,46354890,71209.80259318052,71727.08768993367,True,scanned
20260610_175521_48753422,2459,shuttle,Bus_start,46477307,71210.81162978288,73928.67421942866,True,scanned
20260610_175521_48753422,2460,car,Node1,46354890,71212.13046346241,71733.9095300742,True,scanned
20260610_175521_48753422,2461,shuttle,Bus_start,46477307,71212.96774585075,73930.67421942866,True,scanned
20260610_175521_48753422,2462,car,Node1,46354890,71213.27681062554,71737.08768993367,True,scanned
20260610_175521_48753422,2463,car,Node1,46354890,71218.01837541477,71745.06817037388,True,scanned
20260610_175521_48753422,2464,shuttle,Bus_start,46477307,71219.94069939277,73931.39437521779,True,scanned
20260610_175521_48753422,2465,car,Node1,46354890,71220.69373547542,71745.06817037388,True,scanned
20260610_175521_48753422,2466,car,Node4,46493064,71221.13202646616,71862.97909390609,True,scanned
20260610_175521_48753422,2467,car,Node1,46354890,71223.17092102967,71745.06817037388,True,scanned
20260610_175521_48753422,2468,car,Node1,46354890,71224.62238643729,71749.55124201642,True,scanned
20260610_175521_48753422,2469,shuttle,Bus_start,46477307,71226.45958598983,73931.67421942866,True,scanned
20260610_175521_48753422,2470,car,Node1,46354890,71226.8959995952,71749.55124201642,True,scanned
20260610_175521_48753422,2471,car,Node1,46354890,71228.98451308782,71762.15576633274,True,scanned
20260610_175521_48753422,2472,shuttle,Bus_start,46477307,71233.62951864263,73935.67421942866,True,scanned
20260610_175521_48753422,2473,shuttle,Bus_start,46477307,71235.51116465862,73937.67421942866,True,scanned
20260610_175521_48753422,2474,shuttle,Bus_start,46477307,71238.59210194858,73943.67421942866,True,scanned
20260610_175521_48753422,2475,shuttle,Bus_start,46477307,71238.6855340008,73944.39437521779,True,scanned
20260610_175521_48753422,2476,car,Node1,46354890,71239.10374947952,71762.15576633274,True,scanned
20260610_175521_48753422,2477,car,Node1,46354890,71243.77454535635,71762.15576633274,True,scanned
20260610_175521_48753422,2478,car,Node1,46354890,71243.82775428286,71765.51846054233,True,scanned
20260610_175521_48753422,2479,shuttle,Bus_start,46477307,71246.00879129434,73944.67421942866,True,scanned
20260610_175521_48753422,2480,car,Node1,46354890,71247.25786634238,71777.13186802516,True,scanned
20260610_175521_48753422,2481,shuttle,Bus_start,46477307,71248.86030717552,73946.67421942866,True,scanned
20260610_175521_48753422,2482,car,Node4,46493064,71249.62429151089,71862.97909390609,True,scanned
